PART_NUMBER,QTN_REV_3D,MEAN_SIZE_3D,DRAWING_CODE,ATP,QTN_REV_2D,MEAN_SIZE_2D,QTY_SHEETS,QTY_DIMENSIONS,QTY_VIEWS,QTY_PART_LIST,QTY_TEXT_INFORMATION,LEAD_TIME_1,TRIM_AND_FINISH,LEAD_TO_RELEASE,QTY_ECN_2D
D746510-25,1,433604,NM,F49-1-BAG1,1,509163,1,0,2,0,98,284,-1,-457,1
D875105-507,1,57584,DA,F49-1-BAG1,1,886249,1,4,7,33,139,56,-1,53,1
D746520-37,1,427524,NM,F49-1-BAG1,1,509845,1,2,4,0,128,284,-1,-464,1
D712133-515,1,225216,PL,F49-1-BAG1,1,955715,1,20,6,19,150,14,0,13,0
D746510-37,1,170811,NM,F49-1-BAG1,1,516690,1,2,4,0,128,73,-1,73,0
D746702-47,1,244890,MP,F49-1-BAG1,1,510847,1,0,2,0,98,73,-1,72,1
D747169-5,1,146098,NM,F49-1-BAG1,1,564764,1,8,5,0,128,65,0,47,0
D746520-33,1,170246,NM,F49-1-BAG1,1,508454,1,2,4,0,128,64,-1,64,0
D876001-117,4,547931,TA,F49-1-BAG1,4,981150,2,0,5,446,250,208,0,-69,4
D712026-505,1,73952,PL,F49-1-BAG1,1,783428,1,12,5,16,131,34,0,34,0
D746530-17,1,323758,NM,F49-1-BAG3,1,508934,1,0,2,0,101,284,-1,-457,1
D741470-41,1,317755,NM,F49-1-BAG1,1,596245,1,10,6,0,124,7,0,7,0
D746530-11,1,429321,NM,F49-1-BAG1,1,528080,1,3,4,0,129,284,-1,-463,1
D757240-503,1,64608,SA,F49-1-BAG1,1,6112639,1,3,6,44,153,69,-1,56,0
D757001-611,4,741150,TA,F49-1-BAG1,4,30475540,2,10,22,915,359,46,0,46,3
D757006-605,1,173952,PB,F49-1-BAG1,1,503727,1,0,2,148,97,,0,-566,1
D746640-97,1,255121,MP,F49-1-BAG1,1,582333,1,9,5,0,125,71,-1,71,1
D746702-51,1,215648,MP,F49-1-BAG1,1,653784,1,10,5,0,125,72,-1,72,0
D758025-503,1,38454,PL,F49-1-BAG1,1,975139,1,37,6,15,161,65,0,50,0
D746702-49,1,218823,EX,F49-1-BAG1,1,605221,1,10,5,0,123,284,-1,-457,1
D746520-31,1,461198,NM,F49-1-BAG1,1,548903,1,6,4,0,128,284,-1,-457,0
D746603-71,1,264504,MP,F49-1-BAG1,1,594173,1,7,5,0,125,73,-1,67,1
D746510-29,1,172337,NM,F49-1-BAG3,1,508948,1,0,2,0,101,284,-1,-457,1
D758102-19,1,352514,SM,F49-1-BAG1,1,699583,1,20,7,0,130,69,0,56,0
D747001-509,4,4408646,TA,F49-1-BAG1,4,27654175,2,0,10,1444,214,153,0,-28,5
D747006-503,2,516684,PB,F49-1-BAG1,2,4024251,2,0,8,254,134,104,0,-383,2
D771001-107,6,4602321,TA, ,6,40604185,1,0,3,2304,231,66,0,65,5
D747004-509,2,514851,BS,F49-1-BAG1,2,823900,1,0,3,642,229,64,0,-53,1
D747001-105,6,2364682,IN,F49-1-BAG1,6,40682569,5,13,30,1455,528,57,0,56,8
D723004-505,2,1542008,BS,F49-1-ATC2,2,570306,1,0,2,754,229,64,0,64,1
D884228-509,1,88494,PL,F49-1-ATC2,1,718546,1,13,5,7,135,65,0,64,0
D723002-101,3,2019739,IN,F49-1-ATC2,3,4233969,1,0,4,1689,246,66,-1,64,6
D723001-505,2,5680899,TA,F49-1-ATC2,2,578681,1,0,2,980,230,64,-1,64,1
D745001-519,2,411476,IN,F49-1-ATC2,2,592260,1,0,2,456,229,56,-1,56,2
D752265-513,2,79559,SA,F49-1-ATC2,2,660758,1,3,5,43,135,42,-1,41,1
D746530-29,1,217517,NM,F49-1-ATC2,1,528740,1,5,5,0,131,51,-1,50,0
D723005-505,1,651671,EL,F49-1-ATC2,1,28528940,3,0,16,199,401,57,0,57,1
D884223-513,1,68948,PL,F49-1-ATC2,1,1053297,1,16,6,22,152,65,0,64,0
D884705-513,1,49839,EL,F49-1-ATC2,1,2305343,3,18,8,18,297,57,0,57,0
D746520-59,1,169660,NM,F49-1-ATC2,1,515271,1,2,4,0,128,53,-1,53,0
D746520-63,1,167544,NM,F49-1-ATC2,1,490514,1,2,4,0,128,55,-1,54,0
D752265-515,2,290510,SA,F49-1-ATC2,2,1105679,1,5,6,124,138,42,-1,41,1
D746702-75,1,195602,MP,F49-1-ATC2,1,609730,1,8,5,0,125,54,-1,53,0
D746702-79,1,194305,MP,F49-1-ATC2,1,599903,1,8,5,0,125,54,-1,53,0
D746520-55,1,328801,NM,F49-1-ATC2,1,583483,1,11,4,0,128,54,-1,53,0
D753011-623,1,200124,PL,F49-1-ATC2,1,2546633,1,46,9,138,290,59,0,56,0
D746151-23,1,179055,SM,F49-1-ATC2,1,593887,1,13,5,0,129,54,0,53,0
D746520-53,1,373882,NM,F49-1-ATC2,1,506688,1,2,4,0,128,52,-1,51,0
D884005-511,2,685314,EL,F49-1-ATC2,2,20709260,4,0,21,244,498,57,0,57,1
D884221-519,2,179314,PL,F49-1-ATC2,2,887896,2,0,5,60,263,65,0,64,1
D746530-33,1,164710,NM,F49-1-ATC2,1,499809,1,3,4,0,130,51,-1,50,0
D746604-519,1,22361,SA,F49-1-ATC2,1,637144,1,3,5,2,127,54,-1,53,0
D877004-505,2,173923,BS,F491-ATC2,2,573763,1,0,2,122,228,55,0,54,1
D752265-613,2,75795,PL,F49-1-ATC2,2,861427,1,30,4,30,161,42,0,41,1
D753001-509,3,11413721,TA,F49-1-ATC2,3,592935,1,0,2,1628,230,59,-1,59,4
D723040-503,1,186013,PL,F49-1-ATC2,1,1603854,1,46,8,81,229,64,0,64,0
D723311-509,1,99378,PL,F49-1-ATC2,1,1296059,1,44,10,33,179,64,0,64,0
D751002-101,4,4036062,IN, ,4,82903640,2,0,8,4522,258,63,-1,62,5
D884226-513,2,40767,PL,F49-1-ATC2,2,670859,1,4,4,4,104,65,0,64,1
D745164-523,1,43522,SA,F49-1-ATC2,1,2644910,2,20,11,69,216,56,-1,56,0
D746604-515,1,19154,SA,F49-1-ATC2,1,620168,1,3,5,2,127,56,-1,54,0
D877002-105,2,273250,IN,F49-1-ATC2,2,53936388,1,0,4,234,235,55,-1,54,2
D746604-19,1,268979,MP,F49-1-ATC2,1,594191,1,7,5,0,129,54,-1,53,0
D884001-119,5,2626698,TA,F49-1-ATC2,5,3116996,1,0,3,1066,230,45,-1,44,6
D746641-5,1,203870,MP,F49-1-ATC2,1,595116,1,9,5,0,125,53,-1,53,0
D746641-1,1,297814,MP,F49-1-ATC2,1,624705,1,10,5,0,125,53,-1,53,0
D884229-615,1,46648,PL,F49-1-ATC2,1,805763,1,27,7,8,147,65,0,64,0
D884229-515,1,118024,SA,F49-1-ATC2,1,1736959,1,3,6,40,141,65,0,64,0
D746310-33,1,911613,NM,F49-1-ATC2,1,1120444,2,75,11,0,190,51,-1,50,0
D746530-37,1,478926,NM,F49-1-ATC2,1,549585,1,5,5,0,130,52,-1,51,0
D746520-57,1,275333,NM,F49-1-ATC2,1,561662,1,8,4,0,128,54,-1,53,0
D746201-131,2,161630,IN,F42-1-ATC2,2,1590021,2,0,6,123,126,50,-1,49,1
D746600-531,2,583385,IN,F49-1-ATC2,2,11196055,4,0,32,305,308,51,-1,50,1
D746510-47,1,241054,NM,F49-1-ATC2,1,528993,1,5,4,0,131,52,-1,51,0
D746604-521,1,18388,SA,F49-1-ATC2,1,669080,1,3,5,2,128,51,-1,50,0
D877001-105,3,152394,TA,F49-1-ATC2,3,586876,1,0,2,221,232,55,-1,54,3
D722352-21,1,286969,SM,F49-1-ATC2,1,678098,1,18,7,0,128,64,0,64,0
D884222-511,1,229562,PL,F49-1-ATC2,1,1827462,2,52,17,50,270,45,0,44,0
D746604-15,1,270791,MP,F49-1-ATC2,1,587430,1,7,5,0,126,56,-1,54,0
D753004-509,2,1260640,SA,F49-1-ATC2,2,569041,1,0,2,316,229,59,0,59,1
D753011-523,1,193757,SA,F49-1-ATC2,1,2498318,1,4,6,233,131,59,0,56,0
D746530-39,1,217837,NM,F49-1-ATC2,1,537152,1,5,5,0,130,50,-1,50,0
D746702-77,1,193932,MP,F49-1-ATC2,1,598168,1,7,5,0,125,54,-1,53,0
D746641-3,1,255077,MP,F49-1-ATC2,1,588164,1,9,5,0,124,53,-1,53,0
D746530-31,1,476322,NM,F49-1-ATC2,1,528611,1,5,5,0,131,51,-1,50,0
D746604-21,1,397671,MP,F49-1-ATC2,1,602929,1,11,5,0,128,51,-1,50,0
B141501-126,2,228667,TA,F49-1-ATC2,2,9525023,1,0,4,241,185,59,-1,-116,1
D884002-119,2,721746,IN, ,2,519128,1,0,2,860,103,59,-1,58,2
D884004-519,3,1049664,BS,F49-1-ATC2,3,1056187,1,0,3,333,230,45,0,44,2
D723359-503,1,103885,PL,F49-1-ATC2,1,978770,1,30,7,22,155,64,0,64,0
D884229-17,1,1614613,PL,F49-1-ATC2,1,844495,1,24,7,0,129,45,0,44,0
D884224-515,1,86453,PL,F49-1-ATC2,1,1394512,1,39,10,14,152,65,0,64,0
D741701-91,1,586409,MP,F49-1-ATC2,1,752497,1,25,7,0,133,65,0,64,0
D884225-511,1,120953,SA,F49-1-ATC2,1,2858653,1,3,5,29,127,65,0,64,0
D884225-611,1,43959,PL,F49-1-ATC2,1,1251046,1,42,8,27,172,45,0,44,0
D746530-35,1,232497,NM,F49-1-ATC2,1,560888,1,7,5,0,130,52,-1,51,0
D746604-517,1,17198,SA,F49-1-ATC2,1,654335,1,3,5,2,127,51,-1,50,0
D746320-29,1,2285474,NM,F49-1-ATC2,1,1159460,2,59,10,0,186,56,-1,56,1
D746604-17,1,441545,MP,F49-1-ATC2,1,630910,1,13,5,0,129,51,-1,50,0
D746520-61,1,182025,NM,F49-1-ATC2,1,510858,1,4,4,0,129,56,-1,54,0
D752002-101,6,3658943,IN, ,6,116362859,2,0,8,2486,258,42,-1,41,9
D752001-513,3,6367522,TA,F49-1-ATC2,3,6288325,2,0,5,1630,257,39,-1,38,3
D752004-513,3,984747,BS,F49-1-ATC2,3,3669494,2,11,11,392,261,39,0,38,3
D752011-535,2,285027,PL,F49-1-ATC2,2,1190366,1,0,4,125,230,39,0,38,1
D745131-37,1,834404,EX,F49-1-AZO1,1,794152,1,22,7,0,133,43,0,43,0
D741004-535,1,673511,BS,F49-1-AZO1,1,5751534,,,,,,60,0,60,0
D746340-97,1,197079,MP,F49-1-AZO1,1,546078,1,9,5,0,123,60,-1,57,0
D876001-123,2,1273284,TA,F49-1-AZO1,2,2201590,2,0,5,747,156,88,-1,85,1
D875104-619,1,73343,SA,F49-1-AZO1,1,755374,1,11,6,33,129,88,-1,85,0
D746702-87,1,200181,MP,F49-1-AZO1,1,625827,1,9,5,0,124,61,-1,58,0
D746520-83,1,432974,NM,F49-1-AZO1,1,513489,1,2,4,0,129,57,-1,57,0
D746520-85,1,450316,NM,F49-1-AZO1,1,525993,1,3,4,0,129,57,-1,57,0
D746520-89,1,191712,NM,F49-1-AZO1,1,546472,1,5,4,0,129,57,-1,57,0
D751001-741,1,1314155,TA,F49-1-AZO1,1,37328778,3,3,16,836,354,74,-1,-104,1
D745161-509,1,71124,SA,F49-1-AZO1,1,2969725,2,31,14,68,231,66,-1,66,0
D741005-519,1,1065819,EL,F49-1-AZO1,1,87124465,4,17,21,532,695,54,0,51,0
D746520-79,1,453827,NM,F49-1-AZO1,1,538001,1,3,4,0,129,60,-1,57,0
D746604-531,1,19106,SA,F49-1-AZO1,1,608618,1,3,5,2,127,36,-1,36,0
D746604-31,1,263630,MP,F49-1-AZO1,1,569147,1,7,5,0,128,36,-1,36,0
D745301-541,1,75620,SA,F49-1-AZO1,1,1772123,1,3,6,55,132,43,0,43,0
D746510-51,1,433578,NM,F49-1-AZO1,1,506625,1,2,4,0,130,57,-1,57,0
D741001-579,1,1954268,TA,F49-1-AZO1,1,51358709,,,,,,60,-1,60,0
D745131-537,1,60460,SA,F49-1-AZO1,1,2709970,1,3,7,60,132,43,0,43,0
D746331-39,1,137304,NM,F49-1-AZO1,1,519971,1,6,5,0,124,57,0,57,0
D746510-53,1,468174,NM,F49-1-AZO1,1,613185,1,9,4,0,130,60,-1,57,0
D746510-59,1,170671,NM,F49-1-AZO1,1,499627,1,2,4,0,129,57,-1,57,0
D746702-89,1,211966,MP,F49-1-AZO1,1,580679,1,7,5,0,124,58,-1,58,0
D746702-91,1,239812,MP,F49-1-AZO1,1,637382,1,11,6,0,125,58,-1,58,0
D746702-93,1,261583,MP,F49-1-AZO1,1,644513,1,10,5,0,125,58,-1,58,0
D746520-81,1,427289,NM,F49-1-AZO1,1,514136,1,2,4,0,129,57,-1,57,0
D876004-525,1,338765,BS,F49-1-AZO1,1,2404079,2,17,13,381,292,88,0,85,0
D746331-37,1,127851,NM,F49-1-AZO1,1,529099,1,6,5,0,124,57,0,57,0
D746340-95,1,255426,MP,F49-1-AZO1,1,558860,1,9,5,0,123,57,-1,57,0
D746702-81,1,210540,MP,F49-1-AZO1,1,623562,1,9,5,0,124,58,-1,58,0
D746510-61,1,165041,NM,F49-1-AZO1,1,500464,1,2,4,0,129,57,-1,57,0
D875104-519,1,105368,SA,F49-1-AZO1,1,1091906,1,5,8,93,142,88,-1,85,0
D875059-541,1,56075,PL,F49-1-AZO1,1,866819,1,15,5,12,141,88,0,85,0
D875020-41,1,474847,SM,F49-1-AZO1,1,742190,1,30,5,0,129,88,0,85,0
D746510-57,1,170676,NM,F49-1-AZO1,1,499220,1,2,4,0,129,57,-1,57,0
D746510-63,1,233711,NM,F49-1-AZO1,1,559545,1,5,4,0,132,57,-1,57,0
D746520-87,1,477429,NM,F49-1-AZO1,1,518815,1,5,4,0,129,57,-1,57,0
D746530-49,1,227969,NM,F49-1-AZO1,1,573290,1,7,5,0,131,57,-1,57,0
D746530-51,1,208220,NM,F49-1-AZO1,1,541663,1,5,5,0,131,57,-1,57,0
D746530-53,1,206323,NM,F49-1-AZO1,1,518551,1,5,4,0,130,57,-1,57,0
D746702-83,1,262417,MP,F49-1-AZO1,1,606450,1,10,5,0,124,58,-1,58,0
D746702-85,1,211524,MP,F49-1-AZO1,1,636023,1,10,5,0,124,58,-1,58,0
D746331-41,1,99140,NM,F49-1-AZO1,1,499450,1,3,5,0,124,60,0,57,0
D876012-529,1,267956,PL,F49-1-AZO1,1,2116045,2,30,10,163,375,88,0,85,0
D746340-99,1,233215,MP,F49-1-AZO1,1,573177,1,11,5,0,123,57,-1,57,0
D746510-55,1,334796,NM,F49-1-AZO1,1,571949,1,7,5,0,134,57,-1,57,0
D745161-511,1,55277,SA,F49-1-AZO1,1,3796105,2,32,13,60,229,51,-1,51,0
D745164-625,1,22679,SA,F49-1-AZO1,1,826293,1,11,6,7,142,51,-1,51,0
D882118-39,1,203410,SM,F49-1-AZO1,1,546761,1,9,6,0,126,43,0,43,0
D712003-503,0,,TF,F49-1-AZO1,2,19536848,1,2,6,,147,80,,80,1
D752001-715,2,1006777,TA,F49-1-AZO1,2,1483403,1,0,4,358,108,77,-1,77,1
D752147-517,1,34213,SA,F49-1-AZO1,1,631155,1,3,5,13,134,77,0,77,0
D752002-103,4,3599097,IN,F49-1-AZO1,4,36396259,4,10,17,2489,474,83,-1,80,5
D882412-1,1,705704,SM,F49-1-AZO1,1,650467,1,22,6,0,125,43,0,43,0
D746604-25,1,265099,MP,F49-1-AZO1,1,570541,1,7,5,0,128,63,-1,63,0
D882116-507,1,97086,PL,F49-1-AZO1,1,1150781,,,,,,80,0,69,0
D752147-31,1,553173,MP,F49-1-AZO1,1,685996,1,28,6,0,133,30,0,30,0
D746340-61,1,232057,MP,F49-1-AZO1,1,575423,1,11,5,0,123,60,-1,60,0
D882005-503,1,403075,EL,F49-1-AZO1,1,14505241,3,0,14,83,316,57,0,57,0
D882002-107,1,771589,IN,F49-1-AZO1,1,4551484,,,,766,,75,-1,75,0
D882111-507,1,158920,PL,F49-1-AZO1,1,1349287,1,29,6,53,194,76,0,65,0
D751001-709,1,1867877,TA,F49-1-AZO1,1,26573571,4,11,23,766,480,40,-1,40,0
D746604-529,1,18953,SA,F49-1-AZO1,1,685875,1,3,5,3,128,46,-1,46,0
D882112-507,1,128131,PL,F49-1-AZO1,1,2047307,2,45,14,47,262,76,0,65,0
D882121-507,1,257956,DA,F49-1-AZO1,1,2774968,2,8,15,153,319,80,-1,80,0
D746604-527,1,18663,SA,F49-1-AZO1,1,687041,1,3,5,3,128,46,-1,46,0
D751002-103,3,4019526,IN,F49-1-AZO1,3,51542547,4,8,18,4425,505,84,-1,84,2
D746201-133,1,175138,IN,F49-1-AZO1,1,2104503,2,0,12,99,263,75,-1,74,0
D746604-525,1,18905,SA,F49-1-AZO1,1,598453,1,3,5,2,127,42,-1,42,0
D882004-507,1,749598,BS,F49-1-AZO1,1,3740779,3,29,18,389,335,76,0,65,0
D746604-27,1,340362,MP,F49-1-AZO1,1,608610,1,12,5,0,128,67,-1,67,0
D741001-161,1,2755695,IN,F49-1-AZO1,1,75137035,4,27,23,3990,499,,-1,-373,0
D746310-35,1,620459,NM,F49-1-AZO1,1,1233034,2,72,11,0,189,59,-1,59,0
D882001-107,1,1610338,TA,F49-1-AZO1,1,11732436,3,16,19,1038,449,76,-1,76,0
D746604-33,1,338676,MP,F49-1-AZO1,1,650634,1,12,5,0,128,46,-1,46,0
D876003-503,0,,TF,F49-1-AZO1,3,3859774,1,0,4,,137,82,,82,2
B141501-128,1,257136,TA,F49-1-AZO1,1,12799293,1,0,4,226,190,64,-1,64,0
D882114-503,1,74078,PL,F49-1-AZO1,1,1051240,1,28,7,25,171,76,0,65,0
D882115-503,1,93755,PL,F49-1-AZO1,1,1672140,1,32,7,34,175,80,0,69,0
D745001-521,2,747074,IN,F49-1-AZO1,2,3393184,1,0,4,423,107,78,-1,78,1
D882113-507,1,123320,PL,F49-1-AZO1,1,1270248,1,34,8,28,177,76,0,65,0
D746320-31,1,565596,NM,F49-1-AZO1,1,1004379,2,44,10,0,188,63,-1,63,0
D882117-507,1,33595,PL,F49-1-AZO1,1,1065930,1,33,7,14,148,80,0,69,0
D876002-123,1,435129,IN,F49-1-AZO1,1,7652073,1,0,6,695,140,95,-1,95,0
D746604-537,1,21977,SA,F49-1-AZO1,1,634668,1,3,5,2,126,43,-1,42,0
D746604-37,1,303734,MP,F49-1-AZO1,1,590010,1,11,5,0,123,62,-1,62,0
D746604-535,1,18312,SA,F49-1-AZO1,1,645678,1,3,5,2,126,41,-1,40,0
D746604-35,1,380369,MP,F49-1-AZO1,1,730429,1,19,6,0,124,61,-1,61,0
D746161-17,1,154490,SM,F49-1-AZO1,1,571426,1,8,5,0,130,60,0,60,0
D746604-533,1,22956,SA,F49-1-AZO1,1,692252,1,3,5,3,128,67,-1,67,0
D746600-533,1,450929,IN,F49-1-AZO1,1,13594751,3,4,21,281,357,71,-1,71,0
D752147-33,1,423632,MP,F49-1-AZO1,1,715123,1,24,7,0,131,30,0,30,0
D746510-49,1,489651,NM,F49-1-AZO1,1,553902,1,7,4,0,130,60,-1,60,0
D882121-607,1,77324,PL,F49-1-AZO1,1,912536,1,39,8,15,163,80,0,69,0
D746604-29,1,332647,MP,F49-1-AZO1,1,619631,1,12,5,0,128,67,-1,67,0
D746510-67,1,502158,NM,F49-1-IAW1,1,580124,1,8,5,0,132,44,-1,44,0
D746510-69,1,230620,NM,F49-1-IAW1,1,544397,1,4,5,0,131,42,-1,42,0
D746510-65,1,590502,NM,F49-1-IAW1,1,663404,1,15,6,0,136,43,-1,43,0
D746520-67,2,169946,NM,F49-1-IAW1,2,565907,1,0,2,0,228,74,-1,-64,2
D753002-103,4,2907434,IN,F49-1-IAW1,4,58425332,4,16,20,3013,499,45,-1,45,4
D727002-113,1,3054489,IN,F49-1-IAW1,1,17810609,3,0,17,1183,318,,-1,-338,0
D746530-41,2,169799,NM,F49-1-IAW1,2,523248,1,2,5,0,130,74,-1,-65,2
D746520-71,2,427569,NM,F49-1-IAW1,2,495428,1,2,4,0,129,74,-1,-65,2
D746240-91,2,537469,NM,F49-1-IAW1,2,543474,1,9,4,0,131,74,-1,-65,2
D746290-89,2,446037,NM,F49-1-IAW1,2,515046,1,4,4,0,129,53,-1,53,2
D746600-535,2,422778,IN,F49-1-IAW1,2,11896472,4,0,26,290,236,50,-1,50,1
D746530-43,2,224621,NM,F49-1-IAW1,2,558340,1,5,6,0,132,54,-1,53,2
D746201-135,2,173631,IN,F49-1-IAW1,2,1596073,2,0,6,121,124,266,-1,-71,1
D746520-73,2,478198,NM,F49-1-IAW1,2,515507,1,5,4,0,129,74,-1,-65,2
D746520-65,2,162224,NM,F49-1-IAW1,2,517221,1,2,5,0,130,53,-1,53,2
D885002-121,3,2002388,IN,F49-1-IAW1,3,3441172,1,0,8,863,146,6,-1,-238,2
B141501-130,2,322683,TA,F49-1-IAW1,2,7338512,2,0,5,228,127,,-1,-335,1
D746603-557,1,17974,SA,F49-1-REU1,1,677363,1,3,5,3,127,33,0,32,0
D746603-555,1,20576,SA,F49-1-REU1,1,668987,1,3,5,3,127,33,0,33,0
D746510-15,1,226108,NM,F49-1-REU1,1,520700,1,4,4,0,127,35,0,35,0
D746510-5,1,484227,NM,F49-1-REU1,1,559249,1,11,4,0,127,34,0,34,0
D746640-83,1,265097,EX,F49-1-REU1,1,601824,1,6,5,0,125,41,0,41,0
D746510-9,1,525041,NM,F49-1-REU1,1,525119,1,4,4,0,127,35,0,35,0
D746510-19,1,186883,NM,F49-1-REU1,1,497982,1,3,4,0,127,34,0,34,0
D746510-13,2,429310,NM,F49-1-REU1,2,504490,1,2,4,0,127,115,-1,-282,1
D746510-11,2,222399,NM,F49-1-REU1,2,515608,1,4,4,0,127,35,-1,35,1
D746510-3,2,431048,NM,F49-1-REU1,2,504592,1,2,4,0,127,35,-1,35,1
D746520-13,1,427408,NM,F49-1-REU1,1,507027,1,2,4,0,127,35,0,35,0
D746702-35,1,198231,EX,F49-1-REU1,1,588422,1,8,5,0,124,33,0,33,0
D746640-79,1,244152,EX,F49-1-REU1,1,624760,1,7,5,0,125,41,0,41,0
D746520-17,2,194040,NM,F49-1-REU1,2,533085,1,5,4,0,127,16,-1,16,1
D746600-517,3,518274,IN,F49-1-REU1,3,7004779,3,0,12,289,296,51,0,51,2
D746520-15,1,478572,NM,F49-1-REU1,1,532181,1,5,4,0,127,16,0,16,0
D746603-57,1,364391,EX,F49-1-REU1,1,638851,1,11,5,0,125,33,0,32,0
D746603-55,1,362820,EX,F49-1-REU1,1,645784,1,11,5,0,125,33,0,33,0
D746510-1,1,572715,NM,F49-1-REU1,1,563252,1,12,4,0,127,37,0,37,0
D746702-37,1,224017,EX,F49-1-REU1,1,595260,1,9,5,0,124,33,0,33,0
D746640-85,1,241508,EX,F49-1-REU1,1,616180,1,7,5,0,125,40,0,40,0
D746640-81,1,264094,EX,F49-1-REU1,1,597286,1,6,5,0,125,41,0,41,0
D751382-535,3,104095,PL,F49-1-REU1,3,684214,1,9,5,13,146,33,0,33,2
D746331-27,1,127584,NM,F49-1-REU1,1,529564,1,6,5,0,124,35,0,34,0
D746520-11,2,428827,NM,F49-1-REU1,2,505232,1,2,4,0,127,33,-1,33,1
D746520-9,2,427318,NM,F49-1-REU1,2,505016,1,2,4,0,127,33,-1,33,1
D746510-17,1,521094,NM,F49-1-REU1,1,530548,1,6,4,0,127,33,0,33,0
D746510-7,1,187245,NM,F49-1-REU1,1,513429,1,3,4,0,127,34,0,34,0
D752082-507,1,105054,LU,F49-1-REU1,1,1214577,2,50,12,13,203,0,-1,-256,1
D724001-107,4,820501,TA,F49-1-REU1,4,12483991,4,27,31,1313,539,72,0,-100,4
D753005-523,1,153851,EL,F49-1-REU1,1,6934980,1,0,6,70,175,58,0,56,1
D753161-623,1,130119,SA,F49-1-REU1,1,1989045,1,12,9,49,151,90,0,62,0
D753161-31,1,802029,VF,F49-1-REU1,1,842376,1,20,8,0,129,90,0,62,0
D753705-533,1,97781,EL,F49-1-REU1,1,741160,1,0,3,36,236,88,0,-378,2
D746201-125,3,190842,IN,F49-1-REU1,3,1049134,2,0,5,112,254,,0,-157,2
D724170-9,1,415002,SM,F49-1-REU1,1,766169,1,32,5,0,126,67,0,65,0
D753001-701,1,1788993,TA,F49-1-REU1,1,38580194,3,2,20,540,344,90,0,62,0
D753012-509,1,460185,PL,F49-1-REU1,1,2576668,1,30,8,159,308,90,0,62,0
D753001-639,1,2357594,TA,F49-1-REU1,1,16772123,3,11,17,806,371,90,0,62,0
D724011-507,1,132044,PL,F49-1-REU1,1,1269681,1,36,8,42,180,67,0,65,0
D724004-507,1,934818,BS,F49-1-REU1,1,6629340,3,26,25,732,441,67,0,65,0
D753004-639,2,1049231,BS,F49-1-REU1,2,676851,1,0,3,333,237,90,0,62,1
D752201-509,1,124669,SA,F49-1-REU1,1,1683120,2,5,9,105,217,90,-1,62,1
D724023-507,1,105366,PL,F49-1-REU1,1,1056049,1,23,5,24,154,67,0,65,0
D724048-507,1,178682,PL,F49-1-REU1,1,2958346,1,27,6,66,206,67,0,65,0
D751001-705,2,1566798,TA,F49-1-REU1,2,26839012,4,15,24,949,478,97,0,97,1
D752162-529,1,50553,SA,F49-1-REU1,1,1850697,1,9,9,51,156,94,-1,94,1
B141501-120,1,169002,TA,F49-1-REU1,1,7183273,1,0,4,210,150,91,0,91,0
D885020-513,1,55077,PL,F49-1-REU1,1,714589,1,15,5,11,141,91,0,91,0
D885014-515,1,165555,PL,F49-1-REU1,1,2602981,1,38,9,96,239,91,0,91,0
D751004-705,1,797752,BS,F49-1-REU1,1,4746468,4,20,21,413,409,97,0,97,0
D751061-551,1,407834,PL,F49-1-REU1,1,3147638,1,42,10,220,383,97,0,97,0
D752162-527,2,423742,SA,F49-1-REU1,2,633321,1,0,2,75,237,94,-1,94,1
D751001-115,2,4757916,TA,F49-1-REU1,2,54201775,2,0,6,3836,254,72,0,72,2
D751179-505,1,33341,SA,F49-1-REU1,1,1107302,1,5,7,19,141,141,-1,-131,1
D753001-119,7,2819073,TA,F49-1-REU1,7,56979525,4,23,20,2954,510,94,0,93,6
D885001-115,3,1888059,TA,F49-1-REU1,3,,,,,959,,143,0,-1,3
D885004-515,2,392421,BS,F49-1-REU1,2,2905499,2,24,14,271,249,91,0,91,1
D752162-29,1,858628,NM,F49-1-REU1,1,819297,1,18,8,0,129,94,-1,94,1
D751262-525,3,105806,SA,F49-1-REU1,3,1494484,1,3,7,75,134,141,-1,-131,4
D752001-115,5,3553476,TA,F49-1-REU1,5,36517046,4,12,17,2441,454,72,0,72,5
D753161-523,1,404830,SA,F49-1-REU1,1,1825142,1,3,7,74,132,90,0,90,0
D885002-115,3,1921589,IN,F49-1-REU1,3,3937811,1,0,4,781,124,81,0,-53,2
D724002-107,2,1858360,IN,F49-1-REU1,2,3649930,1,0,3,826,231,111,0,111,2
D887014-503,1,135134,PL,F49-1-0008,1,1142292,1,29,9,41,175,41,0,41,0
D873014-603,1,28294,PL,F49-1-0008,1,642880,1,10,5,10,130,59,0,58,0
D887375-25,1,523547,EX,F49-1-0008,1,641106,1,18,5,0,126,52,0,52,0
D887124-3,1,320704,SM,F49-1-0008,1,735656,1,24,7,0,131,55,0,54,0
D873133-17,1,392102,EX,F49-1-0008,1,728517,1,27,8,0,131,62,0,62,0
D887001-505,1,3351627,TA,F49-1-0008,1,3715504,3,0,14,712,338,22,0,22,0
D887071-521,1,74366,PL,F49-1-0008,1,687602,1,10,5,16,146,44,0,44,0
D887131-7,1,560241,EX,F49-1-0008,1,718616,1,20,7,0,127,41,0,41,0
D884702-49,1,230051,VF,F49-1-0008,1,562427,1,12,5,0,124,47,0,47,0
